"","user_pk","domain_numeric","calendar_month","ncases_touched","prev_ncases_touched","active_months","months_on_cc"
"11222",4606,136,2014-07-01,6,4,21,21
"11223",4606,136,2014-08-01,12,6,21,21
"11224",4606,136,2014-09-01,7,12,21,21
"11225",4606,136,2014-10-01,1,7,21,21
"11227",4607,136,2011-12-01,14,15,32,58
"11228",4607,136,2012-01-01,14,14,32,58
"11229",4607,136,2012-02-01,13,14,32,58
"11230",4607,136,2012-03-01,12,13,32,58
"11231",4607,136,2012-04-01,13,12,32,58
"11232",4607,136,2012-05-01,20,13,32,58
"11233",4607,136,2012-06-01,5,20,32,58
"11234",4607,136,2012-07-01,3,5,32,58
"11235",4607,136,2012-08-01,5,3,32,58
"11236",4607,136,2012-09-01,2,5,32,58
"11237",4607,136,2012-10-01,5,2,32,58
"11239",4607,136,2013-05-01,5,35,32,58
"11240",4607,136,2013-06-01,6,5,32,58
"11241",4607,136,2013-07-01,8,6,32,58
"11242",4607,136,2013-08-01,18,8,32,58
"11243",4607,136,2013-09-01,10,18,32,58
"11244",4607,136,2013-10-01,14,10,32,58
"11245",4607,136,2013-11-01,9,14,32,58
"11246",4607,136,2013-12-01,8,9,32,58
"11247",4607,136,2014-01-01,16,8,32,58
"11248",4607,136,2014-02-01,7,16,32,58
"11249",4607,136,2014-03-01,15,7,32,58
"11250",4607,136,2014-04-01,24,15,32,58
"11251",4607,136,2014-05-01,12,24,32,58
"11252",4607,136,2014-06-01,9,12,32,58
"11253",4607,136,2014-07-01,7,9,32,58
"11254",4607,136,2014-08-01,8,7,32,58
"11255",4607,136,2014-09-01,4,8,32,58
"11256",4607,136,2014-10-01,2,4,32,58
"11257",4608,136,2013-11-01,3,2,14,14
"11258",4608,136,2013-12-01,7,3,14,14
"11259",4608,136,2014-01-01,6,7,14,14
"11260",4608,136,2014-02-01,3,6,14,14
"11261",4608,136,2014-03-01,9,3,14,14
"11262",4608,136,2014-04-01,4,9,14,14
"11263",4608,136,2014-05-01,3,4,14,14
"11264",4608,136,2014-06-01,3,3,14,14
"11265",4608,136,2014-07-01,1,3,14,14
"11266",4609,136,2012-07-01,6,21,26,31
"11267",4609,136,2012-08-01,5,6,26,31
"11268",4609,136,2012-09-01,2,5,26,31
"11269",4609,136,2012-10-01,25,2,26,31
"11272",4609,136,2013-06-01,36,35,26,31
"11273",4609,136,2013-07-01,15,36,26,31
"11274",4609,136,2013-08-01,15,15,26,31
"11275",4609,136,2013-09-01,17,15,26,31
"11276",4609,136,2013-10-01,9,17,26,31
"11277",4609,136,2013-11-01,17,9,26,31
"11278",4609,136,2013-12-01,19,17,26,31
"11279",4609,136,2014-01-01,10,19,26,31
"11280",4609,136,2014-02-01,11,10,26,31
"11281",4609,136,2014-03-01,22,11,26,31
"11282",4609,136,2014-04-01,18,22,26,31
"11283",4609,136,2014-05-01,12,18,26,31
"11284",4609,136,2014-06-01,7,12,26,31
"11285",4609,136,2014-07-01,11,7,26,31
"11286",4609,136,2014-08-01,3,11,26,31
"11287",4610,136,2013-11-01,8,3,14,15
"11288",4610,136,2013-12-01,1,8,14,15
"11289",4610,136,2014-01-01,3,1,14,15
"11290",4610,136,2014-02-01,2,3,14,15
"11291",4610,136,2014-03-01,2,2,14,15
"11292",4610,136,2014-04-01,11,2,14,15
"11293",4610,136,2014-05-01,3,11,14,15
"11294",4610,136,2014-06-01,3,3,14,15
"11295",4610,136,2014-07-01,1,3,14,15
"11296",4610,136,2014-08-01,2,1,14,15
"11298",4611,136,2013-07-01,2,22,16,23
"11300",4611,136,2013-11-01,4,4,16,23
"11301",4611,136,2013-12-01,8,4,16,23
"11302",4611,136,2014-01-01,12,8,16,23
"11303",4611,136,2014-02-01,6,12,16,23
"11304",4611,136,2014-03-01,20,6,16,23
"11305",4611,136,2014-04-01,24,20,16,23
"11306",4611,136,2014-05-01,14,24,16,23
"11307",4611,136,2014-06-01,13,14,16,23
"11308",4611,136,2014-07-01,9,13,16,23
"11309",4611,136,2014-08-01,13,9,16,23
"11310",4611,136,2014-09-01,8,13,16,23
"11311",4611,136,2014-10-01,3,8,16,23
"11313",4612,136,2013-10-01,3,3,19,20
"11314",4612,136,2013-11-01,4,3,19,20
"11315",4612,136,2013-12-01,5,4,19,20
"11316",4612,136,2014-01-01,6,5,19,20
"11317",4612,136,2014-02-01,2,6,19,20
"11318",4612,136,2014-03-01,1,2,19,20
"11319",4612,136,2014-04-01,5,1,19,20
"11320",4612,136,2014-05-01,2,5,19,20
"11321",4612,136,2014-06-01,9,2,19,20
"11322",4612,136,2014-07-01,7,9,19,20
"11323",4612,136,2014-08-01,5,7,19,20
"11324",4612,136,2014-09-01,2,5,19,20
"11325",4612,136,2014-10-01,2,2,19,20
"11326",4614,136,2014-03-01,25,14,10,10
"11327",4614,136,2014-04-01,21,25,10,10
"11328",4614,136,2014-05-01,11,21,10,10
"11329",4614,136,2014-06-01,4,11,10,10
"11330",4614,136,2014-07-01,1,4,10,10
"11331",4615,136,2014-03-01,10,9,11,12
"11332",4615,136,2014-04-01,8,10,11,12
"11333",4615,136,2014-05-01,2,8,11,12
"11334",4615,136,2014-06-01,4,2,11,12
"11335",4615,136,2014-07-01,3,4,11,12
"11338",4616,136,2013-09-01,1,1,20,21
"11339",4616,136,2013-10-01,6,1,20,21
"11340",4616,136,2013-11-01,5,6,20,21
"11341",4616,136,2013-12-01,5,5,20,21
"11342",4616,136,2014-01-01,5,5,20,21
"11343",4616,136,2014-02-01,6,5,20,21
"11344",4616,136,2014-03-01,25,6,20,21
"11345",4616,136,2014-04-01,7,25,20,21
"11346",4616,136,2014-05-01,9,7,20,21
"11347",4616,136,2014-06-01,6,9,20,21
"11348",4616,136,2014-07-01,3,6,20,21
"11349",4616,136,2014-08-01,3,3,20,21
"11350",4616,136,2014-09-01,3,3,20,21
"11351",4616,136,2014-10-01,2,3,20,21
"11353",4617,136,2011-12-01,3,15,35,52
"11354",4617,136,2012-01-01,4,3,35,52
"11355",4617,136,2012-02-01,10,4,35,52
"11356",4617,136,2012-03-01,13,10,35,52
"11357",4617,136,2012-04-01,9,13,35,52
"11358",4617,136,2012-05-01,19,9,35,52
"11359",4617,136,2012-06-01,1,19,35,52
"11360",4617,136,2012-07-01,2,1,35,52
"11361",4617,136,2012-08-01,1,2,35,52
"11362",4617,136,2012-09-01,2,1,35,52
"11363",4617,136,2012-10-01,7,2,35,52
"11365",4617,136,2013-03-01,35,13,35,52
"11366",4617,136,2013-04-01,32,35,35,52
"11367",4617,136,2013-05-01,15,32,35,52
"11368",4617,136,2013-06-01,15,15,35,52
"11369",4617,136,2013-07-01,21,15,35,52
"11370",4617,136,2013-08-01,13,21,35,52
"11371",4617,136,2013-09-01,8,13,35,52
"11372",4617,136,2013-10-01,25,8,35,52
"11373",4617,136,2013-11-01,17,25,35,52
"11374",4617,136,2013-12-01,18,17,35,52
"11375",4617,136,2014-01-01,25,18,35,52
"11376",4617,136,2014-02-01,20,25,35,52
"11377",4617,136,2014-03-01,25,20,35,52
"11378",4617,136,2014-04-01,33,25,35,52
"11379",4617,136,2014-05-01,14,33,35,52
"11380",4617,136,2014-06-01,17,14,35,52
"11381",4617,136,2014-07-01,14,17,35,52
"11382",4617,136,2014-08-01,17,14,35,52
"11383",4617,136,2014-09-01,16,17,35,52
"11384",4617,136,2014-10-01,6,16,35,52
"11385",4618,136,2014-03-01,7,3,9,9
"11386",4618,136,2014-04-01,5,7,9,9
"11387",4618,136,2014-05-01,3,5,9,9
"11388",4618,136,2014-06-01,1,3,9,9
"11389",4619,136,2014-03-01,42,41,11,11
"11390",4619,136,2014-04-01,38,42,11,11
"11391",4619,136,2014-05-01,12,38,11,11
"11392",4619,136,2014-06-01,14,12,11,11
"11393",4619,136,2014-07-01,15,14,11,11
"11394",4619,136,2014-08-01,1,15,11,11
"11395",4620,136,2013-08-01,35,15,20,20
"11396",4620,136,2013-09-01,27,35,20,20
"11397",4620,136,2013-10-01,30,27,20,20
"11398",4620,136,2013-11-01,13,30,20,20
"11399",4620,136,2013-12-01,10,13,20,20
"11400",4620,136,2014-01-01,17,10,20,20
"11401",4620,136,2014-02-01,13,17,20,20
"11402",4620,136,2014-03-01,16,13,20,20
"11403",4620,136,2014-04-01,10,16,20,20
"11404",4620,136,2014-05-01,8,10,20,20
"11405",4620,136,2014-06-01,6,8,20,20
"11406",4620,136,2014-07-01,2,6,20,20
"11407",4620,136,2014-08-01,3,2,20,20
"11408",4620,136,2014-09-01,2,3,20,20
"11409",4620,136,2014-10-01,1,2,20,20
"11410",4621,136,2014-04-01,13,25,11,11
"11411",4621,136,2014-05-01,19,13,11,11
"11412",4621,136,2014-06-01,24,19,11,11
"11413",4621,136,2014-07-01,13,24,11,11
"11414",4621,136,2014-08-01,3,13,11,11
"11415",4621,136,2014-09-01,2,3,11,11
"11416",4622,136,2013-08-01,25,24,18,18
"11417",4622,136,2013-09-01,33,25,18,18
"11418",4622,136,2013-10-01,31,33,18,18
"11419",4622,136,2013-11-01,27,31,18,18
"11420",4622,136,2013-12-01,19,27,18,18
"11421",4622,136,2014-01-01,28,19,18,18
"11422",4622,136,2014-02-01,36,28,18,18
"11423",4622,136,2014-03-01,29,36,18,18
"11424",4622,136,2014-04-01,33,29,18,18
"11425",4622,136,2014-05-01,22,33,18,18
"11426",4622,136,2014-06-01,16,22,18,18
"11427",4622,136,2014-07-01,22,16,18,18
"11428",4622,136,2014-08-01,28,22,18,18
"11430",4623,136,2014-04-01,19,16,9,14
"11431",4623,136,2014-05-01,7,19,9,14
"11433",4624,136,2013-09-01,6,4,17,17
"11434",4624,136,2013-10-01,3,6,17,17
"11435",4624,136,2013-11-01,10,3,17,17
"11436",4624,136,2013-12-01,2,10,17,17
"11437",4624,136,2014-01-01,5,2,17,17
"11438",4624,136,2014-02-01,4,5,17,17
"11439",4624,136,2014-03-01,3,4,17,17
"11440",4624,136,2014-04-01,9,3,17,17
"11441",4624,136,2014-05-01,7,9,17,17
"11442",4624,136,2014-06-01,4,7,17,17
"11443",4624,136,2014-07-01,1,4,17,17
"11444",4624,136,2014-08-01,2,1,17,17
"11445",4626,136,2013-12-01,9,11,15,15
"11446",4626,136,2014-01-01,9,9,15,15
"11447",4626,136,2014-02-01,14,9,15,15
"11448",4626,136,2014-03-01,20,14,15,15
"11449",4626,136,2014-04-01,22,20,15,15
"11450",4626,136,2014-05-01,12,22,15,15
"11451",4626,136,2014-06-01,6,12,15,15
"11452",4626,136,2014-07-01,7,6,15,15
"11453",4626,136,2014-08-01,5,7,15,15
"11454",4626,136,2014-09-01,2,5,15,15
"11455",4627,136,2013-08-01,9,15,16,19
"11456",4627,136,2013-09-01,22,9,16,19
"11457",4627,136,2013-10-01,5,22,16,19
"11458",4627,136,2013-11-01,12,5,16,19
"11459",4627,136,2013-12-01,2,12,16,19
"11460",4627,136,2014-01-01,4,2,16,19
"11461",4627,136,2014-02-01,4,4,16,19
"11462",4627,136,2014-03-01,5,4,16,19
"11463",4627,136,2014-04-01,1,5,16,19
"11464",4627,136,2014-05-01,2,1,16,19
"11465",4627,136,2014-06-01,3,2,16,19
"11466",4627,136,2014-07-01,2,3,16,19
"11468",4629,136,2013-09-01,6,11,18,18
"11469",4629,136,2013-10-01,24,6,18,18
"11470",4629,136,2013-11-01,11,24,18,18
"11471",4629,136,2013-12-01,5,11,18,18
"11472",4629,136,2014-01-01,17,5,18,18
"11473",4629,136,2014-02-01,20,17,18,18
"11474",4629,136,2014-03-01,18,20,18,18
"11475",4629,136,2014-04-01,20,18,18,18
"11476",4629,136,2014-05-01,11,20,18,18
"11477",4629,136,2014-06-01,5,11,18,18
"11478",4629,136,2014-07-01,2,5,18,18
"11479",4629,136,2014-08-01,1,2,18,18
"11480",4629,136,2014-09-01,1,1,18,18
"11481",4630,136,2013-11-01,16,21,15,16
"11482",4630,136,2013-12-01,15,16,15,16
"11483",4630,136,2014-01-01,11,15,15,16
"11484",4630,136,2014-02-01,10,11,15,16
"11485",4630,136,2014-03-01,19,10,15,16
"11486",4630,136,2014-04-01,25,19,15,16
"11487",4630,136,2014-05-01,11,25,15,16
"11488",4630,136,2014-06-01,8,11,15,16
"11489",4630,136,2014-07-01,10,8,15,16
"11491",4632,136,2012-04-01,13,21,32,34
"11492",4632,136,2012-05-01,24,13,32,34
"11493",4632,136,2012-06-01,5,24,32,34
"11494",4632,136,2012-07-01,8,5,32,34
"11495",4632,136,2012-08-01,2,8,32,34
"11496",4632,136,2012-09-01,5,2,32,34
"11497",4632,136,2012-10-01,7,5,32,34
"11498",4632,136,2012-11-01,2,7,32,34
"11499",4632,136,2012-12-01,2,2,32,34
"11500",4632,136,2013-01-01,1,2,32,34
"11502",4632,136,2013-05-01,13,12,32,34
"11503",4632,136,2013-06-01,14,13,32,34
"11504",4632,136,2013-07-01,11,14,32,34
"11505",4632,136,2013-08-01,14,11,32,34
"11506",4632,136,2013-09-01,9,14,32,34
"11507",4632,136,2013-10-01,12,9,32,34
"11508",4632,136,2013-11-01,18,12,32,34
"11509",4632,136,2013-12-01,16,18,32,34
"11510",4632,136,2014-01-01,8,16,32,34
"11511",4632,136,2014-02-01,18,8,32,34
"11512",4632,136,2014-03-01,15,18,32,34
"11513",4632,136,2014-04-01,41,15,32,34
"11514",4632,136,2014-05-01,14,41,32,34
"11515",4632,136,2014-06-01,12,14,32,34
"11516",4632,136,2014-07-01,10,12,32,34
"11517",4632,136,2014-08-01,4,10,32,34
"11518",4633,136,2013-11-01,20,24,16,16
"11519",4633,136,2013-12-01,21,20,16,16
"11520",4633,136,2014-01-01,11,21,16,16
"11521",4633,136,2014-02-01,17,11,16,16
"11522",4633,136,2014-03-01,16,17,16,16
"11523",4633,136,2014-04-01,19,16,16,16
"11524",4633,136,2014-05-01,10,19,16,16
"11525",4633,136,2014-06-01,11,10,16,16
"11526",4633,136,2014-07-01,1,11,16,16
"11527",4633,136,2014-08-01,4,1,16,16
"11528",4633,136,2014-09-01,1,4,16,16
"11529",4635,136,2013-09-01,1,6,16,17
"11530",4635,136,2013-10-01,3,1,16,17
"11531",4635,136,2013-11-01,8,3,16,17
"11532",4635,136,2013-12-01,4,8,16,17
"11533",4635,136,2014-01-01,6,4,16,17
"11534",4635,136,2014-02-01,5,6,16,17
"11535",4635,136,2014-03-01,4,5,16,17
"11536",4635,136,2014-04-01,9,4,16,17
"11537",4635,136,2014-05-01,8,9,16,17
"11538",4635,136,2014-06-01,2,8,16,17
"11540",4636,136,2013-11-01,23,42,15,15
"11541",4636,136,2013-12-01,21,23,15,15
"11542",4636,136,2014-01-01,15,21,15,15
"11543",4636,136,2014-02-01,20,15,15,15
"11544",4636,136,2014-03-01,38,20,15,15
"11545",4636,136,2014-04-01,19,38,15,15
"11546",4636,136,2014-05-01,16,19,15,15
"11547",4636,136,2014-06-01,10,16,15,15
"11548",4636,136,2014-07-01,2,10,15,15
"11549",4636,136,2014-08-01,1,2,15,15
"11550",4637,136,2014-03-01,35,23,11,11
"11551",4637,136,2014-04-01,31,35,11,11
"11552",4637,136,2014-05-01,13,31,11,11
"11553",4637,136,2014-06-01,17,13,11,11
"11554",4637,136,2014-07-01,18,17,11,11
"11555",4637,136,2014-08-01,3,18,11,11
"11556",4638,136,2012-04-01,13,18,10,368
"11557",4638,136,2012-05-01,13,13,10,368
"11558",4638,136,2012-06-01,14,13,10,368
"11559",4638,136,2012-07-01,5,14,10,368
"11560",4639,136,2014-03-01,41,37,12,12
"11561",4639,136,2014-04-01,27,41,12,12
"11562",4639,136,2014-05-01,17,27,12,12
"11563",4639,136,2014-06-01,24,17,12,12
"11564",4639,136,2014-07-01,15,24,12,12
"11565",4639,136,2014-08-01,27,15,12,12
"11566",4639,136,2014-09-01,11,27,12,12
"11567",4641,136,2013-12-01,2,2,17,17
"11568",4641,136,2014-01-01,8,2,17,17
"11569",4641,136,2014-02-01,10,8,17,17
"11570",4641,136,2014-03-01,13,10,17,17
"11571",4641,136,2014-04-01,7,13,17,17
"11572",4641,136,2014-05-01,2,7,17,17
"11573",4641,136,2014-06-01,4,2,17,17
"11574",4641,136,2014-07-01,4,4,17,17
"11575",4641,136,2014-08-01,4,4,17,17
"11576",4641,136,2014-09-01,1,4,17,17
"11577",4641,136,2014-10-01,3,1,17,17
"11578",4642,136,2014-03-01,12,10,11,11
"11579",4642,136,2014-04-01,12,12,11,11
"11580",4642,136,2014-05-01,11,12,11,11
"11581",4642,136,2014-06-01,6,11,11,11
"11582",4642,136,2014-07-01,5,6,11,11
"11583",4642,136,2014-08-01,3,5,11,11
"11585",4644,136,2014-09-01,13,4,8,9
"11586",4644,136,2014-10-01,3,13,8,9
"11588",4645,136,2013-06-01,30,11,19,23
"11589",4645,136,2013-07-01,11,30,19,23
"11590",4645,136,2013-08-01,19,11,19,23
"11591",4645,136,2013-09-01,12,19,19,23
"11592",4645,136,2013-10-01,15,12,19,23
"11593",4645,136,2013-11-01,29,15,19,23
"11594",4645,136,2013-12-01,31,29,19,23
"11595",4645,136,2014-01-01,30,31,19,23
"11596",4645,136,2014-02-01,26,30,19,23
"11597",4645,136,2014-03-01,26,26,19,23
"11598",4645,136,2014-04-01,40,26,19,23
"11599",4645,136,2014-05-01,10,40,19,23
"11600",4645,136,2014-06-01,12,10,19,23
"11601",4645,136,2014-07-01,9,12,19,23
"11602",4645,136,2014-08-01,6,9,19,23
"11603",4645,136,2014-09-01,3,6,19,23
"11604",4645,136,2014-10-01,20,3,19,23
"11605",4646,136,2013-12-01,15,12,15,15
"11606",4646,136,2014-01-01,12,15,15,15
"11607",4646,136,2014-02-01,11,12,15,15
"11608",4646,136,2014-03-01,25,11,15,15
"11609",4646,136,2014-04-01,13,25,15,15
"11610",4646,136,2014-05-01,14,13,15,15
"11611",4646,136,2014-06-01,3,14,15,15
"11612",4646,136,2014-07-01,2,3,15,15
"11613",4646,136,2014-08-01,1,2,15,15
"11614",4646,136,2014-09-01,2,1,15,15
"11615",4647,136,2013-12-01,8,11,14,14
"11616",4647,136,2014-01-01,17,8,14,14
"11617",4647,136,2014-02-01,30,17,14,14
"11618",4647,136,2014-03-01,21,30,14,14
"11619",4647,136,2014-04-01,20,21,14,14
"11620",4647,136,2014-05-01,9,20,14,14
"11621",4647,136,2014-06-01,4,9,14,14
"11622",4647,136,2014-07-01,3,4,14,14
"11623",4647,136,2014-08-01,5,3,14,14
"11624",4648,136,2014-07-01,3,9,9,9
"11625",4648,136,2014-08-01,5,3,9,9
"11626",4648,136,2014-09-01,4,5,9,9
"11627",4648,136,2014-10-01,3,4,9,9
"11628",4649,136,2013-12-01,8,5,13,13
"11629",4649,136,2014-01-01,10,8,13,13
"11630",4649,136,2014-02-01,12,10,13,13
"11631",4649,136,2014-03-01,18,12,13,13
"11632",4649,136,2014-04-01,11,18,13,13
"11633",4649,136,2014-05-01,4,11,13,13
"11634",4649,136,2014-06-01,4,4,13,13
"11635",4649,136,2014-07-01,3,4,13,13
"11636",4650,136,2014-03-01,9,8,12,13
"11637",4650,136,2014-04-01,11,9,12,13
"11638",4650,136,2014-05-01,4,11,12,13
"11639",4650,136,2014-06-01,2,4,12,13
"11641",4650,136,2014-09-01,3,1,12,13
"11642",4650,136,2014-10-01,1,3,12,13
"11643",4651,136,2013-09-01,3,5,17,17
"11644",4651,136,2013-10-01,3,3,17,17
"11645",4651,136,2013-11-01,5,3,17,17
"11646",4651,136,2013-12-01,6,5,17,17
"11647",4651,136,2014-01-01,2,6,17,17
"11648",4651,136,2014-02-01,4,2,17,17
"11649",4651,136,2014-03-01,10,4,17,17
"11650",4651,136,2014-04-01,9,10,17,17
"11651",4651,136,2014-05-01,11,9,17,17
"11652",4651,136,2014-06-01,7,11,17,17
"11653",4651,136,2014-07-01,6,7,17,17
"11654",4651,136,2014-08-01,1,6,17,17
"11655",4652,136,2013-11-01,16,16,11,12
"11656",4652,136,2013-12-01,7,16,11,12
"11657",4652,136,2014-01-01,10,7,11,12
"11658",4652,136,2014-02-01,6,10,11,12
"11659",4652,136,2014-03-01,14,6,11,12
"11660",4652,136,2014-04-01,12,14,11,12
"11661",4652,136,2014-05-01,7,12,11,12
"11663",4654,136,2013-09-01,2,2,7,7
"11664",4654,136,2013-10-01,1,2,7,7
"11665",4655,136,2014-01-01,5,9,13,15
"11666",4655,136,2014-02-01,5,5,13,15
"11667",4655,136,2014-03-01,5,5,13,15
"11668",4655,136,2014-04-01,5,5,13,15
"11669",4655,136,2014-05-01,5,5,13,15
"11671",4655,136,2014-09-01,16,7,13,15
"11672",4655,136,2014-10-01,5,16,13,15
"11675",4656,136,2013-08-01,3,4,14,19
"11676",4656,136,2013-09-01,23,3,14,19
"11677",4656,136,2013-10-01,8,23,14,19
"11678",4656,136,2013-11-01,14,8,14,19
"11679",4656,136,2013-12-01,6,14,14,19
"11680",4656,136,2014-01-01,9,6,14,19
"11681",4656,136,2014-02-01,5,9,14,19
"11682",4656,136,2014-03-01,6,5,14,19
"11683",4656,136,2014-04-01,4,6,14,19
"11684",4656,136,2014-05-01,3,4,14,19
"11685",4656,136,2014-06-01,1,3,14,19
"11686",4657,136,2014-07-01,4,9,9,9
"11687",4657,136,2014-08-01,5,4,9,9
"11688",4657,136,2014-09-01,4,5,9,9
"11689",4657,136,2014-10-01,1,4,9,9
"11690",4658,136,2014-03-01,20,19,11,11
"11691",4658,136,2014-04-01,24,20,11,11
"11692",4658,136,2014-05-01,18,24,11,11
"11693",4658,136,2014-06-01,5,18,11,11
"11694",4658,136,2014-07-01,3,5,11,11
"11695",4658,136,2014-08-01,1,3,11,11
"11696",4659,136,2013-11-01,8,3,13,13
"11697",4659,136,2013-12-01,5,8,13,13
"11698",4659,136,2014-01-01,6,5,13,13
"11699",4659,136,2014-02-01,11,6,13,13
"11700",4659,136,2014-03-01,10,11,13,13
"11701",4659,136,2014-04-01,6,10,13,13
"11702",4659,136,2014-05-01,2,6,13,13
"11703",4659,136,2014-06-01,1,2,13,13
"11704",4660,136,2014-01-01,6,7,12,12
"11705",4660,136,2014-02-01,4,6,12,12
"11706",4660,136,2014-03-01,11,4,12,12
"11707",4660,136,2014-04-01,14,11,12,12
"11708",4660,136,2014-05-01,2,14,12,12
"11709",4660,136,2014-06-01,6,2,12,12
"11710",4660,136,2014-07-01,1,6,12,12
"11712",4661,136,2013-07-01,17,11,15,20
"11713",4661,136,2013-08-01,42,17,15,20
"11714",4661,136,2013-09-01,28,42,15,20
"11715",4661,136,2013-10-01,42,28,15,20
"11716",4661,136,2013-11-01,43,42,15,20
"11717",4661,136,2013-12-01,24,43,15,20
"11718",4661,136,2014-01-01,23,24,15,20
"11719",4661,136,2014-02-01,26,23,15,20
"11720",4661,136,2014-03-01,28,26,15,20
"11721",4661,136,2014-04-01,23,28,15,20
"11722",4661,136,2014-05-01,17,23,15,20
"11723",4661,136,2014-06-01,21,17,15,20
"11724",4661,136,2014-07-01,12,21,15,20
"11725",4662,136,2013-08-01,6,8,17,17
"11726",4662,136,2013-09-01,4,6,17,17
"11727",4662,136,2013-10-01,10,4,17,17
"11728",4662,136,2013-11-01,9,10,17,17
"11729",4662,136,2013-12-01,9,9,17,17
"11730",4662,136,2014-01-01,10,9,17,17
"11731",4662,136,2014-02-01,9,10,17,17
"11732",4662,136,2014-03-01,16,9,17,17
"11733",4662,136,2014-04-01,11,16,17,17
"11734",4662,136,2014-05-01,7,11,17,17
"11735",4662,136,2014-06-01,3,7,17,17
"11736",4662,136,2014-07-01,3,3,17,17
"11737",4663,136,2013-07-01,3,7,20,21
"11738",4663,136,2013-08-01,5,3,20,21
"11739",4663,136,2013-09-01,7,5,20,21
"11740",4663,136,2013-10-01,6,7,20,21
"11741",4663,136,2013-11-01,7,6,20,21
"11742",4663,136,2013-12-01,5,7,20,21
"11743",4663,136,2014-01-01,2,5,20,21
"11744",4663,136,2014-02-01,5,2,20,21
"11745",4663,136,2014-03-01,22,5,20,21
"11746",4663,136,2014-04-01,2,22,20,21
"11747",4663,136,2014-05-01,3,2,20,21
"11748",4663,136,2014-06-01,3,3,20,21
"11749",4663,136,2014-07-01,1,3,20,21
"11751",4663,136,2014-10-01,1,1,20,21
"11753",4665,136,2013-07-01,16,13,11,17
"11754",4665,136,2013-08-01,6,16,11,17
"11755",4665,136,2013-09-01,26,6,11,17
"11756",4665,136,2013-10-01,37,26,11,17
"11757",4665,136,2013-11-01,8,37,11,17
"11758",4665,136,2013-12-01,17,8,11,17
"11759",4665,136,2014-01-01,15,17,11,17
"11761",4665,136,2014-04-01,3,1,11,17
"11762",4666,136,2014-03-01,45,30,13,13
"11763",4666,136,2014-04-01,34,45,13,13
"11764",4666,136,2014-05-01,19,34,13,13
"11765",4666,136,2014-06-01,13,19,13,13
"11766",4666,136,2014-07-01,6,13,13,13
"11767",4666,136,2014-08-01,5,6,13,13
"11768",4666,136,2014-09-01,2,5,13,13
"11769",4666,136,2014-10-01,1,2,13,13
"11770",4667,136,2013-08-01,5,7,17,18
"11771",4667,136,2013-09-01,6,5,17,18
"11772",4667,136,2013-10-01,4,6,17,18
"11773",4667,136,2013-11-01,4,4,17,18
"11775",4667,136,2014-02-01,3,3,17,18
"11776",4667,136,2014-03-01,9,3,17,18
"11777",4667,136,2014-04-01,6,9,17,18
"11778",4667,136,2014-05-01,5,6,17,18
"11779",4667,136,2014-06-01,3,5,17,18
"11780",4667,136,2014-07-01,3,3,17,18
"11781",4667,136,2014-08-01,1,3,17,18
"11782",4668,136,2013-12-01,12,12,14,14
"11783",4668,136,2014-01-01,14,12,14,14
"11784",4668,136,2014-02-01,14,14,14,14
"11785",4668,136,2014-03-01,8,14,14,14
"11786",4668,136,2014-04-01,7,8,14,14
"11787",4668,136,2014-05-01,9,7,14,14
"11788",4668,136,2014-06-01,8,9,14,14
"11789",4668,136,2014-07-01,4,8,14,14
"11790",4668,136,2014-08-01,1,4,14,14
"11791",4671,136,2014-04-01,33,36,11,11
"11792",4671,136,2014-05-01,23,33,11,11
"11793",4671,136,2014-06-01,15,23,11,11
"11794",4671,136,2014-07-01,10,15,11,11
"11795",4671,136,2014-08-01,5,10,11,11
"11796",4671,136,2014-09-01,2,5,11,11
"11797",4672,136,2013-12-01,16,13,15,15
"11798",4672,136,2014-01-01,9,16,15,15
"11799",4672,136,2014-02-01,12,9,15,15
"11800",4672,136,2014-03-01,15,12,15,15
"11801",4672,136,2014-04-01,15,15,15,15
"11802",4672,136,2014-05-01,6,15,15,15
"11803",4672,136,2014-06-01,2,6,15,15
"11804",4672,136,2014-07-01,1,2,15,15
"11805",4672,136,2014-08-01,2,1,15,15
"11806",4672,136,2014-09-01,1,2,15,15
"11807",4673,136,2013-09-01,7,5,16,18
"11808",4673,136,2013-10-01,3,7,16,18
"11809",4673,136,2013-11-01,2,3,16,18
"11810",4673,136,2013-12-01,5,2,16,18
"11811",4673,136,2014-01-01,8,5,16,18
"11812",4673,136,2014-02-01,4,8,16,18
"11813",4673,136,2014-03-01,9,4,16,18
"11814",4673,136,2014-04-01,4,9,16,18
"11815",4673,136,2014-05-01,4,4,16,18
"11816",4673,136,2014-06-01,2,4,16,18
"11819",4674,136,2013-07-01,12,23,16,21
"11820",4674,136,2013-08-01,6,12,16,21
"11821",4674,136,2013-09-01,10,6,16,21
"11822",4674,136,2013-10-01,10,10,16,21
"11823",4674,136,2013-11-01,14,10,16,21
"11824",4674,136,2013-12-01,15,14,16,21
"11825",4674,136,2014-01-01,12,15,16,21
"11826",4674,136,2014-02-01,21,12,16,21
"11827",4674,136,2014-03-01,12,21,16,21
"11828",4674,136,2014-04-01,10,12,16,21
"11829",4674,136,2014-05-01,8,10,16,21
"11830",4674,136,2014-06-01,4,8,16,21
"11831",4674,136,2014-07-01,6,4,16,21
"11832",4674,136,2014-08-01,1,6,16,21
"11833",4675,136,2014-03-01,16,14,12,12
